,video,Short-term-pred,Long-term-pred,Short-term-true,Long-term-true
451,video6574.webm,0.8520702,0.77169347,0.925,1.0
452,video6576.webm,0.8790599,0.7959651,0.866,0.5
453,video6577.webm,0.85447204,0.7735554,0.713,0.364
454,video6578.webm,0.8267515,0.750589,0.826,0.846
455,video6579.webm,0.84129363,0.7625737,0.752,0.8420000000000001
456,video6581.webm,0.8426572,0.7636423,0.8340000000000001,0.6920000000000001
457,video6582.webm,0.8471484,0.76721555,0.897,0.8240000000000001
458,video6583.webm,0.86707956,0.7849139,0.91,1.0
459,video6584.webm,0.85056496,0.77015054,0.927,0.7859999999999999
460,video6585.webm,0.8346379,0.7570658,0.953,0.667
461,video6586.webm,0.89231443,0.80843616,0.863,0.8
462,video6587.webm,0.8541657,0.7736072,0.858,0.75
463,video6588.webm,0.83359647,0.7562746,0.8370000000000001,0.8
464,video6589.webm,0.8351255,0.7575779,0.866,0.9
465,video6590.webm,0.85613227,0.7752358,0.895,0.778
466,video6591.webm,0.8808807,0.7974899,0.777,0.8
467,video6592.webm,0.81411046,0.74146676,0.626,0.4
468,video6593.webm,0.86633384,0.78440654,0.727,0.462
469,video6594.webm,0.83477885,0.757319,0.89,1.0
470,video6595.webm,0.84997445,0.7698138,0.955,0.833
471,video6596.webm,0.85240245,0.77168715,0.894,0.75
472,video6598.webm,0.8726923,0.7898575,0.8340000000000001,0.636
473,video6599.webm,0.84662664,0.76694024,0.8640000000000001,0.8
474,video6600.webm,0.8526579,0.7721712,0.81,0.5710000000000001
475,video6601.webm,0.8526932,0.77213055,0.8029999999999999,0.9
476,video6602.webm,0.8428521,0.7637574,0.838,0.545
477,video6604.webm,0.86324,0.7814115,0.8859999999999999,0.75
478,video6607.webm,0.8746568,0.7920214,0.925,0.625
479,video6608.webm,0.84735703,0.76749694,0.654,0.313
480,video6609.webm,0.869679,0.78745115,0.8690000000000001,0.667
481,video6610.webm,0.83937395,0.7608737,0.865,0.8
482,video6611.webm,0.8556082,0.77457356,0.867,0.8
483,video6613.webm,0.8295666,0.7533815,0.8009999999999999,0.769
484,video6616.webm,0.8542124,0.7736871,0.86,1.0
485,video6617.webm,0.8681152,0.78584754,0.8320000000000001,0.615
486,video6618.webm,0.86445034,0.78253996,0.927,0.7140000000000001
487,video6619.webm,0.87125504,0.78871703,0.8340000000000001,0.857
488,video6621.webm,0.8796922,0.7965829,0.8009999999999999,0.7
489,video6622.webm,0.85087574,0.770712,0.8640000000000001,0.75
490,video6623.webm,0.8362533,0.75857973,0.893,0.833
491,video6624.webm,0.87366164,0.7908262,0.8909999999999999,1.0
492,video6625.webm,0.84863514,0.76876044,0.922,0.867
493,video6626.webm,0.8500484,0.7698543,0.833,0.33299999999999996
494,video6627.webm,0.8436389,0.7643314,0.897,0.889
495,video6628.webm,0.84520406,0.76591253,0.833,0.909
496,video6629.webm,0.8367963,0.75878996,0.8340000000000001,0.929
497,video6630.webm,0.87472975,0.7920022,0.955,0.857
498,video6632.webm,0.82688665,0.7506546,0.884,0.9
499,video6633.webm,0.8583362,0.7769712,0.804,0.727
500,video6634.webm,0.85231185,0.7718593,0.743,0.727
501,video6635.webm,0.8741219,0.7913952,0.8059999999999999,0.9229999999999999
502,video6637.webm,0.85622203,0.7751963,0.865,0.7859999999999999
503,video6639.webm,0.87057865,0.7881105,0.645,0.8
504,video6640.webm,0.86119497,0.7796812,0.922,0.917
505,video6641.webm,0.8577672,0.776471,0.9520000000000001,0.9
506,video6643.webm,0.8432652,0.7642354,0.873,0.7
507,video6645.webm,0.87444323,0.79151773,0.6920000000000001,0.667
508,video6646.webm,0.84456927,0.7656938,0.841,0.5710000000000001
509,video6647.webm,0.8461533,0.76700246,0.747,0.75
510,video6648.webm,0.85237706,0.7718998,0.92,0.846
511,video6649.webm,0.8645457,0.7823496,0.981,0.6920000000000001
512,video6650.webm,0.8400242,0.7616592,0.865,0.833
513,video6651.webm,0.8551966,0.7742667,0.9259999999999999,1.0
514,video6652.webm,0.8586072,0.7772751,0.813,0.4
515,video6654.webm,0.844684,0.76551855,0.865,0.765
516,video6655.webm,0.86586833,0.78409374,0.924,0.762
517,video6656.webm,0.8719326,0.7891558,0.772,0.636
518,video6658.webm,0.87960815,0.7960824,0.909,0.792
519,video6659.webm,0.8647405,0.782774,0.948,0.9
520,video6660.webm,0.8696935,0.78724927,0.858,0.833
521,video6661.webm,0.8476714,0.76778555,0.885,0.5710000000000001
522,video6662.webm,0.84213823,0.76324755,0.894,0.7140000000000001
523,video6663.webm,0.8421582,0.76337135,0.893,0.5
524,video6664.webm,0.87377423,0.79113764,0.857,0.6
525,video6667.webm,0.86011744,0.77858305,0.7440000000000001,0.5379999999999999
526,video6668.webm,0.8485222,0.76846087,0.862,0.917
527,video6669.webm,0.8575127,0.77657473,0.951,0.8
528,video6670.webm,0.8281218,0.7520375,0.659,0.8
529,video6671.webm,0.8426447,0.7636107,0.8540000000000001,0.778
530,video6672.webm,0.8420466,0.7633958,0.8079999999999999,0.583
531,video6673.webm,0.8478929,0.7682204,0.892,1.0
532,video6674.webm,0.8404,0.7617709,0.893,0.727
533,video6675.webm,0.8565726,0.7757137,0.774,0.917
534,video6676.webm,0.8734248,0.7906321,0.774,0.909
535,video6677.webm,0.8414656,0.7625346,0.92,0.857
536,video6678.webm,0.8537131,0.77292806,0.956,0.667
537,video6680.webm,0.85555387,0.77446246,0.747,0.75
538,video6681.webm,0.8441985,0.76525676,0.86,0.9
539,video6682.webm,0.85950005,0.7784319,0.872,0.765
540,video6683.webm,0.87619907,0.7934852,0.885,0.9229999999999999
541,video6684.webm,0.8534977,0.7734425,0.755,0.818
542,video6686.webm,0.85970205,0.77829313,0.92,0.857
543,video6687.webm,0.8325352,0.7556032,0.7440000000000001,0.545
544,video6688.webm,0.84781635,0.7684498,0.981,0.909
545,video6689.webm,0.83132267,0.754857,0.8109999999999999,0.833
546,video6690.webm,0.8501174,0.7699449,0.9229999999999999,0.7
547,video6691.webm,0.8368839,0.7587782,0.956,0.545
548,video6692.webm,0.853832,0.77319646,0.9540000000000001,0.909
549,video6694.webm,0.86664593,0.7842537,0.7809999999999999,0.632
550,video6695.webm,0.86806774,0.7858465,0.89,0.6
551,video6696.webm,0.8653884,0.78327525,0.897,0.8
552,video6699.webm,0.8466468,0.7669687,0.857,0.7
553,video6700.webm,0.8427608,0.7639398,0.802,0.583
554,video6702.webm,0.8533013,0.77272385,0.9209999999999999,0.846
555,video6703.webm,0.85480344,0.7738752,0.8640000000000001,0.929
556,video6704.webm,0.848241,0.7683084,0.809,0.9
557,video6706.webm,0.86922634,0.7866801,0.9520000000000001,0.882
558,video6707.webm,0.85532546,0.77469885,0.953,0.818
559,video6708.webm,0.87977374,0.7968806,0.826,0.5
560,video6710.webm,0.8649778,0.7830217,0.9840000000000001,0.727
561,video6711.webm,0.8653836,0.7833117,0.865,0.909
562,video6712.webm,0.8538085,0.7732527,0.8909999999999999,0.727
563,video6713.webm,0.8669059,0.7850617,0.8390000000000001,0.5
564,video6714.webm,0.8744117,0.79146576,0.8959999999999999,0.818
565,video6716.webm,0.83570313,0.75795627,0.858,0.857
566,video6717.webm,0.8272252,0.7513153,0.8640000000000001,0.6
567,video6718.webm,0.8248887,0.74901056,0.78,0.5
568,video6719.webm,0.829322,0.7528342,0.9179999999999999,0.909
569,video6721.webm,0.86687577,0.7849784,0.863,0.7859999999999999
570,video6722.webm,0.87235427,0.7898581,0.792,0.667
571,video6725.webm,0.85334796,0.7727802,0.953,0.917
572,video6726.webm,0.8630308,0.78127205,0.86,0.857
573,video6727.webm,0.8469337,0.7673037,0.8220000000000001,0.667
574,video6728.webm,0.88525105,0.801846,0.779,0.5
575,video6730.webm,0.8672309,0.7850542,0.925,0.909
576,video6731.webm,0.853752,0.77298737,0.924,0.7
577,video6733.webm,0.81596947,0.7426495,0.892,0.9229999999999999
578,video6734.webm,0.86025184,0.7785947,0.866,1.0
579,video6735.webm,0.8548909,0.77398276,0.919,0.9
580,video6736.webm,0.8604623,0.7787694,0.897,0.833
581,video6737.webm,0.8687794,0.78624463,0.935,0.8
582,video6740.webm,0.8671671,0.78491855,0.782,0.667
583,video6741.webm,0.866513,0.7844008,0.894,1.0
584,video6742.webm,0.85775846,0.7764189,0.982,0.8
585,video6743.webm,0.845029,0.7656379,0.862,0.818
586,video6745.webm,0.8558265,0.7748325,0.738,0.455
587,video6746.webm,0.8467082,0.7670132,0.9520000000000001,0.81
588,video6747.webm,0.86814994,0.78576314,0.774,0.9
589,video6748.webm,0.87100327,0.78849626,0.958,0.8
590,video6749.webm,0.86702853,0.78503036,0.868,0.9
591,video6751.webm,0.85540205,0.77474713,0.893,0.818
592,video6752.webm,0.8842416,0.80083764,0.894,0.818
593,video6753.webm,0.8752353,0.7922728,0.831,0.909
594,video6754.webm,0.8752556,0.79212177,0.892,0.9
595,video6755.webm,0.87640715,0.7933221,0.691,0.9229999999999999
596,video6756.webm,0.8569759,0.7758168,0.638,0.6
597,video6757.webm,0.8318169,0.7548603,0.925,0.727
598,video6759.webm,0.86907387,0.78671473,0.773,0.6920000000000001
599,video6760.webm,0.86801124,0.785788,0.745,0.727
600,video6762.webm,0.84565103,0.7664372,0.8590000000000001,0.7859999999999999
601,video6763.webm,0.86617726,0.78403115,0.9229999999999999,0.818
602,video6764.webm,0.8502274,0.7700853,0.672,0.7859999999999999
603,video6765.webm,0.88180566,0.7986476,0.96,0.667
604,video6766.webm,0.84769595,0.76834655,0.893,0.8
605,video6767.webm,0.8381415,0.7596084,0.9640000000000001,0.9
606,video6769.webm,0.85144305,0.7711687,0.982,0.818
607,video6771.webm,0.8346946,0.7576473,0.9570000000000001,0.769
608,video6772.webm,0.84642786,0.7670854,0.8640000000000001,0.667
609,video6773.webm,0.85594726,0.7750695,0.9570000000000001,0.909
610,video6776.webm,0.8241371,0.7488787,0.948,0.9470000000000001
611,video6777.webm,0.8333255,0.7561188,0.802,0.615
612,video6779.webm,0.84497285,0.76551783,0.867,0.8
613,video6780.webm,0.87372375,0.79098856,0.865,0.909
614,video6781.webm,0.85447586,0.7736063,0.799,0.8
615,video6782.webm,0.8479332,0.7681749,0.9229999999999999,0.667
616,video6783.webm,0.8723873,0.7899356,0.953,0.75
617,video6784.webm,0.84032476,0.76187927,0.8640000000000001,0.6
618,video6785.webm,0.8598813,0.7785356,0.865,0.8240000000000001
619,video6786.webm,0.81525624,0.7422601,0.9540000000000001,0.7
620,video6788.webm,0.85577476,0.7747462,0.897,0.875
621,video6789.webm,0.8216003,0.7467195,0.925,0.917
622,video6790.webm,0.87397337,0.7911509,0.693,0.556
623,video6791.webm,0.8218931,0.74710846,0.8370000000000001,0.8
624,video6792.webm,0.84979385,0.769677,0.915,0.7829999999999999
625,video6793.webm,0.80251706,0.73294103,0.82,0.636
626,video6794.webm,0.8213222,0.74672544,0.96,0.929
627,video6795.webm,0.8713759,0.78883064,0.98,0.917
628,video6796.webm,0.8755541,0.79256046,0.889,0.938
629,video6797.webm,0.86129165,0.7797231,0.951,0.5379999999999999
630,video6798.webm,0.84089804,0.76214194,0.917,0.833
631,video6799.webm,0.86524594,0.7829492,0.753,0.778
632,video6800.webm,0.86264324,0.78100914,0.86,0.9
633,video6801.webm,0.8622548,0.78037167,0.838,0.5
634,video6802.webm,0.87201405,0.7890228,0.8059999999999999,0.867
635,video6803.webm,0.8657358,0.7838162,0.924,0.636
636,video6804.webm,0.8685125,0.786167,0.8009999999999999,0.5
637,video6806.webm,0.8615581,0.7798338,0.7959999999999999,0.8
638,video6807.webm,0.8513959,0.77130884,0.804,0.773
639,video6808.webm,0.8488874,0.7689323,0.866,0.647
640,video6809.webm,0.87229,0.7896269,0.8640000000000001,0.6920000000000001
641,video6810.webm,0.8656237,0.78343725,0.8290000000000001,0.8
642,video6811.webm,0.8525198,0.772089,0.867,1.0
643,video6812.webm,0.861634,0.7803105,0.893,0.882
644,video6813.webm,0.8507169,0.770936,0.836,0.889
645,video6814.webm,0.8456663,0.7665036,0.674,0.667
646,video6815.webm,0.8494772,0.7693841,0.9309999999999999,0.8
647,video6816.webm,0.8490924,0.7689878,0.7559999999999999,0.727
648,video6817.webm,0.8781097,0.79502517,0.8290000000000001,0.727
649,video6819.webm,0.8510215,0.77078515,0.955,0.7
650,video6820.webm,0.8862445,0.8026726,0.682,0.545
651,video6822.webm,0.86033356,0.7791736,0.858,0.813
652,video6823.webm,0.86407864,0.782378,0.836,0.8
653,video6825.webm,0.85670924,0.77598286,0.81,0.846
654,video6826.webm,0.8488425,0.7688262,0.922,0.632
655,video6828.webm,0.83523846,0.75736403,0.898,0.7
656,video6829.webm,0.85140336,0.771261,0.871,0.6
657,video6830.webm,0.8666558,0.7846532,0.9359999999999999,1.0
658,video6831.webm,0.87244225,0.7899281,0.693,1.0
659,video6832.webm,0.864722,0.7829624,0.833,0.6920000000000001
660,video6833.webm,0.83792794,0.75977004,0.895,0.667
661,video6834.webm,0.8419487,0.7629864,0.9359999999999999,0.7
662,video6836.webm,0.84663475,0.7669507,0.892,0.8
663,video6839.webm,0.8973782,0.8136605,0.7809999999999999,0.444
664,video6841.webm,0.84403193,0.7650274,0.8959999999999999,1.0
665,video6842.webm,0.849361,0.76944387,0.899,0.778
666,video6844.webm,0.8569391,0.7756535,0.953,0.75
667,video6845.webm,0.86991704,0.7874508,0.657,0.769
668,video6846.webm,0.83416617,0.75639,0.726,0.75
669,video6847.webm,0.85402143,0.7733055,0.9229999999999999,0.8
670,video6849.webm,0.81499016,0.7420115,0.893,0.889
671,video6850.webm,0.8507755,0.7705903,0.742,0.727
672,video6851.webm,0.8726691,0.7900552,0.862,0.846
673,video6852.webm,0.8676299,0.7851232,0.893,0.75
674,video6853.webm,0.8718287,0.78922117,0.8959999999999999,0.636
675,video6854.webm,0.8436203,0.7645503,0.888,0.8
676,video6856.webm,0.8526985,0.7723335,0.667,0.875
677,video6858.webm,0.86758983,0.785138,0.802,0.667
678,video6859.webm,0.87612593,0.7932903,0.898,0.875
679,video6860.webm,0.8159003,0.7425797,0.889,0.8
680,video6861.webm,0.84989065,0.7699366,0.831,0.9229999999999999
681,video6862.webm,0.8408706,0.7625494,0.753,1.0
682,video6863.webm,0.8571665,0.77667105,0.775,0.818
683,video6864.webm,0.8401104,0.7615703,0.868,0.615
684,video6865.webm,0.8698158,0.78712714,0.7170000000000001,0.818
685,video6866.webm,0.83915883,0.7607358,0.721,0.563
686,video6869.webm,0.8278707,0.7519333,0.858,0.882
687,video6870.webm,0.87959313,0.79651934,0.862,0.5710000000000001
688,video6871.webm,0.843825,0.7646592,0.868,1.0
689,video6872.webm,0.9008044,0.8169782,0.919,0.667
690,video6873.webm,0.85906553,0.7778215,0.785,0.9
691,video6875.webm,0.8868828,0.8038001,0.721,0.727
692,video6876.webm,0.88028955,0.7971811,0.8390000000000001,0.8
693,video6877.webm,0.8942853,0.8104198,0.615,0.615
694,video6878.webm,0.8407073,0.76220745,0.953,0.9229999999999999
695,video6879.webm,0.84149903,0.76275206,0.8640000000000001,0.6
696,video6880.webm,0.8834037,0.8000317,0.867,0.733
697,video6882.webm,0.8612175,0.7796062,0.846,0.55
698,video6883.webm,0.82790196,0.7514944,0.924,0.647
699,video6885.webm,0.8649636,0.7831321,0.9359999999999999,0.75
700,video6886.webm,0.8726691,0.7900552,0.897,0.75
701,video6887.webm,0.8634037,0.78181905,0.9490000000000001,0.9
702,video6888.webm,0.8804626,0.79724336,0.866,1.0
703,video6889.webm,0.8752769,0.792029,0.87,1.0
704,video6890.webm,0.84543884,0.7660929,0.8640000000000001,0.455
705,video6891.webm,0.8397414,0.7611262,0.8590000000000001,0.667
706,video6893.webm,0.83651006,0.75915694,0.809,0.667
707,video6894.webm,0.8737497,0.79091024,0.982,0.889
708,video6895.webm,0.8565116,0.7754874,0.887,1.0
709,video6896.webm,0.85613716,0.77528673,0.805,0.9
710,video6897.webm,0.85794085,0.7769692,0.898,0.5710000000000001
711,video6898.webm,0.85743713,0.77624905,0.951,0.846
712,video6899.webm,0.8631505,0.7811835,0.7,0.545
713,video6900.webm,0.84848696,0.7684928,0.9179999999999999,0.818
714,video6901.webm,0.8856224,0.8021995,0.866,1.0
715,video6903.webm,0.8464717,0.76701045,0.877,0.556
716,video6904.webm,0.8698734,0.78719485,0.9209999999999999,0.769
717,video6905.webm,0.8662918,0.7843299,0.8420000000000001,0.7
718,video6907.webm,0.85807276,0.77679044,0.628,0.75
719,video6908.webm,0.853616,0.7728073,0.847,0.889
720,video6909.webm,0.8344736,0.7568948,0.8540000000000001,0.9229999999999999
721,video6910.webm,0.82087696,0.74622387,0.9440000000000001,1.0
722,video6911.webm,0.8738936,0.7912203,0.7140000000000001,0.846
723,video6912.webm,0.8713992,0.788675,0.7909999999999999,0.7
724,video6913.webm,0.83926165,0.76087165,0.7490000000000001,0.636
725,video6914.webm,0.8521654,0.7716921,0.8959999999999999,1.0
726,video6915.webm,0.8597623,0.7785474,0.943,0.75
727,video6917.webm,0.85950005,0.7784319,0.8959999999999999,0.636
728,video6918.webm,0.8060919,0.735631,0.9840000000000001,0.8
729,video6919.webm,0.840636,0.7620272,0.861,0.583
730,video6920.webm,0.85759324,0.7763319,0.9209999999999999,0.615
731,video6921.webm,0.84574944,0.7661154,0.867,0.875
732,video6922.webm,0.87139624,0.78882587,0.953,1.0
733,video6923.webm,0.88641155,0.8028338,0.95,1.0
734,video6924.webm,0.85950005,0.7784319,0.862,0.9229999999999999
735,video6925.webm,0.8511816,0.77085435,0.863,0.8
736,video6926.webm,0.8781474,0.7950585,0.955,0.636
737,video6927.webm,0.8256625,0.74974835,0.953,0.769
738,video6928.webm,0.84272814,0.7638811,0.865,0.636
739,video6929.webm,0.84603965,0.7664998,0.866,0.643
740,video6931.webm,0.8743013,0.79146177,0.9259999999999999,0.889
741,video6932.webm,0.8731812,0.790674,0.927,0.9229999999999999
742,video6933.webm,0.81465065,0.7416638,0.865,0.75
743,video6934.webm,0.8351771,0.7572124,0.924,0.818
744,video6935.webm,0.8396761,0.7611513,0.8440000000000001,0.667
745,video6936.webm,0.85351026,0.7728327,0.867,0.625
746,video6937.webm,0.88636494,0.80274546,0.895,0.833
747,video6939.webm,0.85286933,0.77237266,0.879,0.9229999999999999
748,video6940.webm,0.8556109,0.774663,0.937,0.765
749,video6941.webm,0.84397936,0.76512134,0.9209999999999999,0.75
750,video6942.webm,0.8610374,0.7796718,0.84,0.8
751,video6945.webm,0.85319537,0.7726401,0.8340000000000001,0.5
752,video6946.webm,0.85499954,0.77410454,0.898,0.909
753,video6947.webm,0.8637147,0.781734,0.892,0.667
754,video6948.webm,0.8580207,0.7769364,0.866,1.0
755,video6949.webm,0.84505075,0.7658014,0.919,0.7140000000000001
756,video6950.webm,0.85234326,0.7720752,0.951,0.846
757,video6951.webm,0.83912385,0.7608198,0.982,1.0
758,video6952.webm,0.8602358,0.77907395,0.6859999999999999,0.52
759,video6953.webm,0.8540082,0.7736174,0.84,0.7
760,video6954.webm,0.840032,0.7613412,0.9520000000000001,0.882
761,video6955.webm,0.8844001,0.8010106,0.922,0.667
762,video6956.webm,0.8375873,0.7595315,0.8959999999999999,0.8
763,video6958.webm,0.8635082,0.781384,0.8490000000000001,0.556
764,video6959.webm,0.8423724,0.7634932,0.863,1.0
765,video6960.webm,0.8598491,0.77882123,0.866,0.643
766,video6961.webm,0.8622843,0.78061116,0.5770000000000001,0.4
767,video6962.webm,0.88744396,0.80372727,0.9229999999999999,0.688
768,video6964.webm,0.84444165,0.7651503,0.833,0.667
769,video6965.webm,0.8456429,0.7660823,0.74,0.727
770,video6966.webm,0.8437562,0.76471555,0.95,0.7140000000000001
771,video6968.webm,0.8565383,0.77546155,0.985,0.905
772,video6970.webm,0.8685342,0.7859981,0.843,0.615
773,video6973.webm,0.83398974,0.7567631,0.925,0.667
774,video6974.webm,0.8443525,0.7650089,0.8340000000000001,0.929
775,video6975.webm,0.8528667,0.77238744,0.794,0.7140000000000001
776,video6976.webm,0.84256935,0.7636093,0.828,0.615
777,video6977.webm,0.8526733,0.7722643,0.888,0.8
778,video6978.webm,0.8445319,0.76518625,0.977,0.7
779,video6979.webm,0.8468239,0.767048,0.8909999999999999,0.8
780,video6981.webm,0.86740047,0.7852586,0.9590000000000001,0.7
781,video6983.webm,0.8695506,0.7869746,0.8340000000000001,0.9
782,video6984.webm,0.8649558,0.78289396,0.86,0.909
783,video6985.webm,0.84213877,0.76352775,0.6829999999999999,0.545
784,video6988.webm,0.8648081,0.78293467,0.7659999999999999,0.75
785,video6989.webm,0.85390174,0.7730999,0.8959999999999999,0.5710000000000001
786,video6990.webm,0.84696746,0.7674866,0.894,0.8
787,video6991.webm,0.84295905,0.76407266,0.868,1.0
788,video6992.webm,0.8384228,0.76036274,0.8320000000000001,0.917
789,video6993.webm,0.89635795,0.8126393,0.8079999999999999,0.9229999999999999
790,video6994.webm,0.8584245,0.77700675,0.8320000000000001,0.8
791,video6996.webm,0.8587798,0.77733046,0.831,0.778
792,video6998.webm,0.83384657,0.75633883,0.794,0.5
793,video6999.webm,0.86419195,0.78220433,0.745,0.9
794,video7001.webm,0.8543314,0.773653,0.6920000000000001,0.643
795,video7002.webm,0.8138784,0.7410066,0.9840000000000001,0.9
796,video7003.webm,0.87852955,0.7952925,0.7979999999999999,0.733
797,video7004.webm,0.8584647,0.777378,0.863,0.917
798,video7005.webm,0.8482872,0.7682879,0.863,0.556
799,video7006.webm,0.8606094,0.77905965,0.841,0.773
800,video7007.webm,0.8323198,0.7551196,0.866,0.636
801,video7008.webm,0.8668762,0.78481007,0.895,0.9229999999999999
802,video7009.webm,0.8762718,0.7930784,0.7979999999999999,0.75
803,video7010.webm,0.8636869,0.7821553,0.835,0.852
804,video7011.webm,0.85130847,0.77119565,0.867,1.0
805,video7012.webm,0.879732,0.79678065,0.8320000000000001,0.7
806,video7013.webm,0.8533614,0.77272236,0.889,0.9229999999999999
807,video7015.webm,0.870257,0.78804755,0.9229999999999999,1.0
808,video7016.webm,0.8725405,0.7901292,0.838,0.7390000000000001
809,video7017.webm,0.8663688,0.78436977,0.794,0.7859999999999999
810,video7018.webm,0.8678745,0.78528386,0.8390000000000001,0.909
811,video7021.webm,0.81621027,0.7428465,0.8640000000000001,0.889
812,video7022.webm,0.841157,0.76255345,0.953,0.889
813,video7023.webm,0.85664475,0.77520716,0.6940000000000001,0.818
814,video7024.webm,0.80476034,0.73456097,0.982,0.917
815,video7025.webm,0.8422205,0.76325476,0.8590000000000001,0.688
816,video7026.webm,0.8690543,0.786891,0.746,0.727
817,video7027.webm,0.885292,0.80170965,0.8909999999999999,0.833
818,video7028.webm,0.86126536,0.7795726,0.9540000000000001,1.0
819,video7029.webm,0.86059713,0.7790015,0.9259999999999999,0.7
820,video7030.webm,0.8707309,0.78826153,0.8190000000000001,0.882
821,video7031.webm,0.84875095,0.7687644,0.924,0.909
822,video7033.webm,0.8461304,0.76666105,0.953,0.909
823,video7034.webm,0.85319537,0.7726401,0.83,0.769
824,video7037.webm,0.8818164,0.7983113,0.6970000000000001,0.7390000000000001
825,video7038.webm,0.89100826,0.8070987,0.736,0.7
826,video7040.webm,0.868555,0.78583807,0.888,0.7
827,video7041.webm,0.85162425,0.7712778,0.92,0.769
828,video7042.webm,0.8839208,0.8007205,0.787,0.833
829,video7043.webm,0.843812,0.7645751,0.919,0.875
830,video7044.webm,0.8746439,0.79148746,0.6829999999999999,0.9
831,video7045.webm,0.81850237,0.74459326,0.883,0.8
832,video7046.webm,0.85560316,0.77468824,0.9259999999999999,0.8
833,video7047.webm,0.8282021,0.7521664,0.953,0.7859999999999999
834,video7048.webm,0.8532192,0.7725092,0.863,0.9
835,video7050.webm,0.8467082,0.7670132,0.835,0.789
836,video7051.webm,0.8468181,0.76703507,0.722,0.667
837,video7052.webm,0.80892205,0.73764354,0.713,0.5
838,video7056.webm,0.86821496,0.7856694,0.7759999999999999,0.9
839,video7057.webm,0.84585214,0.7662736,0.9109999999999999,0.8
840,video7058.webm,0.8541114,0.7731165,0.9640000000000001,0.8240000000000001
841,video7059.webm,0.8266156,0.7506705,0.919,0.773
842,video7060.webm,0.81557155,0.74217117,0.92,0.9
843,video7061.webm,0.85502505,0.7742092,0.662,0.667
844,video7063.webm,0.8435614,0.7643629,0.889,1.0
845,video7064.webm,0.86142766,0.77964497,0.684,0.5
846,video7065.webm,0.8649903,0.78254616,0.8640000000000001,0.846
847,video7066.webm,0.84675026,0.76773417,0.8690000000000001,0.6920000000000001
848,video7067.webm,0.84206116,0.76346016,0.8340000000000001,0.8
849,video7069.webm,0.8525477,0.7720692,0.7809999999999999,0.909
850,video7070.webm,0.8385715,0.7607133,0.833,0.7859999999999999
851,video7071.webm,0.8481251,0.7686017,0.8029999999999999,0.7
852,video7072.webm,0.8608588,0.7794077,0.894,0.75
853,video7073.webm,0.83021116,0.7533673,0.877,0.833
854,video7074.webm,0.8835598,0.8000058,0.892,0.7140000000000001
855,video7077.webm,0.8580066,0.7768843,0.9229999999999999,0.727
856,video7078.webm,0.8672641,0.78496933,0.862,0.6920000000000001
857,video7079.webm,0.88289344,0.79938614,0.809,1.0
858,video7080.webm,0.8538064,0.77333486,0.778,0.909
859,video7081.webm,0.87648356,0.79371,0.9229999999999999,0.846
860,video7082.webm,0.8149458,0.74187636,0.9490000000000001,1.0
861,video7083.webm,0.8630308,0.78127205,0.775,0.7
862,video7084.webm,0.8751621,0.7922205,0.708,0.7
863,video7085.webm,0.87522507,0.7923821,0.861,0.5710000000000001
864,video7086.webm,0.8742392,0.7909073,0.89,0.9229999999999999
865,video7087.webm,0.8498359,0.7695328,0.861,0.909
866,video7088.webm,0.8630108,0.7815292,0.893,0.9329999999999999
867,video7089.webm,0.8570555,0.7761136,0.892,0.8
868,video7090.webm,0.8574646,0.776688,0.9229999999999999,1.0
869,video7091.webm,0.8372457,0.75943434,0.953,0.765
870,video7093.webm,0.84722507,0.76774365,0.7240000000000001,0.667
871,video7094.webm,0.84955156,0.76947385,0.897,0.833
872,video7095.webm,0.8763778,0.7935036,0.7140000000000001,0.75
873,video7096.webm,0.84974265,0.7696315,0.8109999999999999,0.688
874,video7097.webm,0.8848798,0.8015636,0.635,0.909
875,video7098.webm,0.84764695,0.7679391,0.865,0.8
876,video7099.webm,0.8527155,0.7718662,0.8370000000000001,0.636
877,video7100.webm,0.85664475,0.77520716,0.7709999999999999,0.846
878,video7101.webm,0.83458567,0.7571238,0.863,0.9329999999999999
879,video7102.webm,0.8820734,0.7987054,0.9520000000000001,0.9
880,video7103.webm,0.84620214,0.7667377,0.92,0.818
881,video7104.webm,0.87846404,0.7953102,0.872,0.833
882,video7105.webm,0.84582204,0.7663278,0.867,0.769
883,video7106.webm,0.8451572,0.7656783,0.92,1.0
884,video7108.webm,0.85055274,0.7704704,0.7709999999999999,0.6920000000000001
885,video7109.webm,0.88393426,0.80045295,0.922,0.769
886,video7110.webm,0.84705305,0.76728487,0.7,0.909
887,video7112.webm,0.8465487,0.7671105,0.867,0.8640000000000001
888,video7113.webm,0.8739809,0.7910595,0.836,0.7
889,video7114.webm,0.86725605,0.7850188,0.862,0.909
890,video7115.webm,0.8516334,0.77119577,0.9840000000000001,0.941
891,video7116.webm,0.86769396,0.78523844,0.684,0.667
892,video7117.webm,0.83239794,0.7552849,0.748,0.929
893,video7118.webm,0.85709655,0.77608085,0.677,0.8
894,video7119.webm,0.82824385,0.75202477,0.899,0.8
895,video7121.webm,0.8723711,0.7895491,0.917,0.733
896,video7122.webm,0.81266034,0.74029726,0.752,1.0
897,video7125.webm,0.8894819,0.80564785,0.7509999999999999,0.667
898,video7126.webm,0.8533744,0.77281797,0.863,0.909
899,video7127.webm,0.84586203,0.7664165,0.9229999999999999,0.789
